"CPF","segmento_do_cliente.x","Idade","Rentabilidade","previdência","cartao_de_credito","cheque_especial","credito_pessoal","cdb","credito_consignado","respostas_de_nps","data_da_resposta","Renda","verbatim"
14695095303,"Classic",22,341.64,1,1,0,0,1,1,8,2023-01-12,2900,"0"
82310095322,"Exclusive",38,339.24,3,3,3,1,1,1,9,2024-10-01,9239,"0"
26874528975,"Prime",51,737.56,4,1,2,2,3,3,7,2023-03-12,14528,"0"
11976698101,"Exclusive",41,506.9,2,3,2,0,2,1,9,2023-12-22,8471,"0"
15534067661,"Prime",47,540.26,2,1,3,2,3,2,3,2024-04-14,18987,"0"
22503426477,"Exclusive",45,526.28,3,3,3,1,3,1,0,2023-01-10,9530,"0"
41009945805,"Exclusive",34,489.85,1,3,1,0,1,1,2,2023-03-23,8796,"A experiência no banco não foi boa."
75223707391,"Exclusive",50,470.94,3,2,2,0,1,1,10,2023-01-19,8538,"0"
20831451795,"Classic",33,188.66,0,1,1,0,1,2,9,2024-03-05,6656,"Adoro as funcionalidades do app!"
76371714109,"Classic",31,168.26,0,0,1,0,1,3,3,2024-09-09,4568,"0"
83305110067,"Prime",43,631.98,4,3,3,0,3,3,3,2023-07-08,10367,"A experiência no banco não foi boa."
97130447299,"Prime",39,592.95,4,3,2,1,2,1,5,2024-08-24,14615,"0"
16353864625,"Classic",20,297.14,1,1,0,0,1,2,8,2024-04-08,2236,"0"
50115553066,"Prime",48,729.15,2,1,2,0,3,1,5,2023-06-13,19212,"0"
69006924779,"Exclusive",43,576.01,2,2,3,1,3,1,2,2024-03-04,9438,"0"
55478683914,"Exclusive",40,380.91,2,2,2,0,2,1,10,2023-02-12,9132,"0"
91655771618,"Prime",50,541.87,4,3,1,1,3,2,0,2024-02-09,14384,"0"
12840926827,"Exclusive",27,408.97,3,1,2,1,3,1,7,2023-06-21,9282,"0"
17823181774,"Classic",28,108.53,0,0,1,1,1,1,10,2024-03-05,2534,"Muito satisfeito com o banco."
88259169795,"Exclusive",34,529.17,1,1,1,1,1,1,2,2024-02-28,8665,"0"
96399241387,"Exclusive",31,303.4,2,3,2,1,2,1,9,2024-10-02,8101,"0"
99166036992,"Classic",40,144.84,0,2,1,0,1,1,9,2023-06-01,1565,"0"
96232758445,"Classic",39,380.93,0,1,1,0,1,1,0,2024-07-17,2262,"0"
75554120926,"Classic",23,326.77,1,2,0,0,1,0,4,2023-03-07,3740,"Tive problemas com o suporte."
87035891372,"Classic",30,289.42,1,1,1,1,0,3,7,2023-11-17,3596,"0"
93268205076,"Exclusive",44,496.21,3,2,2,1,2,1,7,2023-09-16,8778,"0"
29240265894,"Prime",48,700.11,4,1,1,2,2,2,7,2024-01-11,15835,"0"
96687809177,"Prime",45,721.98,4,1,1,1,2,2,0,2023-02-02,14561,"O atendimento precisa melhorar."
66632587109,"Classic",40,297.35,0,1,1,1,1,2,0,2023-10-11,4053,"0"
27738165806,"Prime",52,739.62,4,2,2,2,2,3,3,2023-08-01,11053,"0"
22613915142,"Exclusive",28,381.61,2,3,2,0,3,1,10,2024-07-31,8717,"0"
74210633122,"Classic",21,153.32,0,1,1,0,0,2,2,2023-08-08,2933,"Tive problemas com o suporte."
72320373683,"Classic",41,173.81,0,2,1,0,1,3,8,2023-09-29,3572,"Ótimo atendimento, adorei o app."
70623175052,"Exclusive",30,455.02,1,1,3,1,3,1,9,2023-09-14,8995,"0"
39495370515,"Exclusive",34,491.93,2,3,3,1,3,1,6,2024-09-01,8559,"A experiência no banco não foi boa."
71248046492,"Prime",33,742.99,4,3,2,0,3,1,4,2024-09-04,11593,"Tive problemas com o suporte."
62688168872,"Classic",45,195.83,0,2,1,0,1,3,9,2024-10-30,4770,"0"
51321202911,"Exclusive",32,464.37,3,3,3,1,3,1,5,2023-07-28,8252,"0"
68862643115,"Classic",37,291.42,0,2,1,1,0,2,1,2024-09-30,3892,"0"
52478937054,"Prime",35,632.64,4,1,3,1,3,2,7,2023-05-11,10453,"0"
15953111166,"Classic",26,275.67,0,1,1,1,0,2,5,2023-03-30,2763,"0"
34740880511,"Prime",30,601.43,4,3,3,0,3,3,9,2023-12-10,19773,"O serviço prestado é excelente."
86495651104,"Prime",35,645.66,4,1,3,0,2,2,3,2024-10-03,13353,"A experiência no banco não foi boa."
64265814666,"Classic",45,276.56,1,1,1,0,1,0,0,2024-01-23,6434,"0"
73780234025,"Classic",30,302.1,0,1,1,0,1,0,6,2023-02-23,6453,"0"
12324792431,"Exclusive",46,332.21,3,1,3,1,3,2,8,2024-01-06,8897,"O aplicativo é rápido e fácil de usar."
32759119064,"Exclusive",49,573.3,1,2,3,1,3,2,10,2024-01-04,8470,"Adoro as funcionalidades do app!"
23121257205,"Prime",34,687.29,2,1,3,2,3,2,10,2023-02-10,11468,"0"
37484545906,"Exclusive",47,307.15,3,3,3,1,1,1,2,2024-11-19,8856,"0"
61898154596,"Exclusive",45,516.36,1,1,3,0,2,1,8,2024-09-21,8391,"Ótimo atendimento, adorei o app."
57931807661,"Exclusive",50,528.88,3,3,3,1,1,1,7,2023-11-11,9198,"0"
21831506584,"Prime",46,642.56,2,1,3,2,3,1,2,2023-07-27,15907,"0"
50760044758,"Classic",32,103.19,0,0,1,0,1,3,4,2023-10-19,1547,"0"
60403965086,"Classic",29,228.85,1,0,1,1,1,3,7,2023-06-19,6116,"0"
19652354067,"Classic",32,174.06,0,2,1,1,1,1,8,2023-04-25,6257,"0"
86807930814,"Prime",33,548.08,4,3,2,1,3,1,8,2024-08-26,19943,"0"
38598466172,"Classic",21,233.71,1,1,1,0,1,3,1,2024-03-21,7780,"0"
65050700727,"Classic",19,243.38,0,0,1,1,0,1,5,2023-12-28,1072,"0"
45320897622,"Prime",49,704.39,2,1,3,2,3,2,0,2024-09-08,10496,"Tive problemas com o suporte."
94203278253,"Exclusive",38,420.09,1,3,3,1,3,2,1,2023-08-16,8918,"O aplicativo é lento e confuso."
15649397116,"Classic",35,372.05,0,2,0,0,0,0,7,2024-06-16,3450,"0"
26180608834,"Classic",40,272.3,0,0,0,1,1,2,0,2023-08-07,6704,"0"
32128647807,"Exclusive",42,552.31,3,3,2,1,1,2,7,2023-12-11,8491,"0"
67110831019,"Prime",38,714.8,4,2,3,0,2,3,2,2023-06-21,11782,"0"
26510116023,"Exclusive",43,534.46,3,2,3,1,3,1,8,2023-12-08,9055,"0"
13835184218,"Classic",28,228.24,0,2,1,1,1,1,7,2023-01-11,2721,"0"
60284915183,"Exclusive",45,597.4,1,3,1,0,3,1,0,2024-06-13,9510,"O app trava constantemente."
35638347279,"Classic",42,327.17,0,2,1,0,1,2,6,2023-07-24,5809,"0"
77029754033,"Prime",55,625.34,4,3,2,0,3,1,0,2024-08-11,13195,"0"
48089176148,"Prime",34,525.01,2,1,2,0,3,3,5,2024-04-28,12791,"0"
43377006650,"Classic",44,113.3,0,1,1,1,1,3,6,2024-08-08,6861,"0"
29030306845,"Exclusive",41,437.85,1,3,2,1,2,1,6,2024-11-04,9162,"O app trava constantemente."
79666773910,"Prime",54,565.17,2,1,2,0,3,1,9,2024-10-31,19685,"Adoro as funcionalidades do app!"
48883359721,"Classic",36,306.25,0,2,0,0,1,3,5,2024-06-08,1788,"0"
61689307570,"Prime",51,554.33,4,2,3,1,2,3,3,2023-10-15,14836,"A experiência no banco não foi boa."
99344411285,"Classic",34,248.4,0,0,1,1,0,3,4,2024-09-28,4156,"0"
53548157759,"Prime",52,522.91,4,3,2,0,3,1,8,2024-04-22,10169,"Muito satisfeito com o banco."
15330471086,"Classic",25,380.89,0,1,1,0,1,0,8,2024-06-24,4673,"0"
13027981245,"Classic",30,268.1,0,0,1,0,1,0,4,2023-06-22,2638,"0"
75848002300,"Classic",41,328.24,0,0,1,0,1,2,4,2024-04-19,3382,"0"
88541800611,"Classic",20,392.67,0,2,1,0,1,0,1,2023-07-28,2774,"O aplicativo é lento e confuso."
83589870038,"Prime",44,503.62,4,1,1,2,2,3,7,2023-08-17,11801,"0"
32182008413,"Classic",23,303.1,1,1,1,0,0,0,8,2023-09-12,3238,"Muito satisfeito com o banco."
69132870197,"Exclusive",36,398.14,2,3,3,1,2,1,5,2023-09-08,8055,"0"
26582470106,"Classic",45,315.87,1,1,0,0,1,1,1,2024-03-18,4923,"0"
43737387241,"Prime",55,666.47,2,1,2,2,3,1,1,2023-11-04,13813,"0"
37236700189,"Prime",35,506.01,4,3,1,0,2,1,9,2023-04-19,19528,"0"
81523896041,"Prime",36,697.79,4,3,3,0,3,2,0,2024-04-07,14908,"Tive problemas com o suporte."
93851692937,"Exclusive",26,357.07,1,3,2,1,1,1,0,2024-01-11,9678,"0"
98648611733,"Prime",40,522.37,2,2,1,2,3,2,3,2024-07-27,19019,"A experiência no banco não foi boa."
21044392028,"Classic",39,381.6,0,1,0,1,1,1,8,2024-10-02,4467,"0"
44341209998,"Prime",54,648.54,4,2,2,2,3,2,7,2024-05-25,10862,"0"
75258034979,"Exclusive",35,314.94,1,3,3,0,2,1,1,2023-01-07,9170,"0"
11048015510,"Exclusive",44,597.34,3,3,3,1,3,1,0,2024-01-23,9420,"A experiência no banco não foi boa."
12875991447,"Classic",20,191.33,0,1,1,0,1,2,2,2024-10-22,6088,"0"
60321520952,"Exclusive",43,458.43,1,3,3,1,3,1,4,2024-07-01,9055,"O app trava constantemente."
37273480613,"Exclusive",46,504.52,2,3,1,1,3,2,5,2024-07-27,9593,"0"
90129070183,"Prime",46,736.93,4,2,1,2,3,3,1,2024-07-11,14386,"O atendimento precisa melhorar."
39206262196,"Exclusive",39,300.8,3,2,1,1,3,2,3,2023-09-19,8916,"0"
77022242327,"Exclusive",29,445.71,3,1,2,1,3,2,2,2024-01-09,9829,"Tive problemas com o suporte."
56521638637,"Classic",22,217.76,0,2,1,1,1,1,7,2023-09-02,1184,"0"
42046619382,"Exclusive",47,589.9,2,2,3,1,1,2,8,2024-11-10,8280,"0"
97783624752,"Exclusive",50,370.07,2,3,3,1,2,1,0,2024-11-12,8946,"0"
56221875321,"Prime",33,659.98,4,1,1,1,2,3,6,2024-11-28,11914,"O aplicativo é lento e confuso."
69703239455,"Classic",24,395.72,0,1,0,0,0,3,0,2023-06-23,5103,"0"
56637348809,"Exclusive",35,594.67,1,2,2,1,2,1,5,2023-05-26,9366,"O atendimento precisa melhorar."
46880999321,"Exclusive",26,544.93,2,3,1,1,2,1,6,2023-08-12,9356,"0"
68304716393,"Exclusive",41,418.71,3,2,1,1,2,1,3,2023-12-30,8132,"O app trava constantemente."
19819787801,"Exclusive",38,493.92,3,3,3,1,1,2,9,2024-01-04,9282,"O serviço prestado é excelente."
45696123709,"Classic",32,178.34,0,2,1,0,1,0,5,2023-01-18,7027,"0"
10328263012,"Exclusive",26,382.51,3,3,3,1,1,1,7,2024-05-04,8188,"0"
24762841786,"Exclusive",37,363.64,2,3,3,1,3,2,3,2024-05-19,8180,"O aplicativo é lento e confuso."
68022821461,"Classic",22,204.26,0,0,0,1,1,2,5,2024-01-24,7592,"0"
74650331229,"Prime",43,648.71,2,2,3,0,3,1,9,2024-10-01,17137,"0"
46269876822,"Prime",49,569.96,4,2,2,1,3,3,9,2024-02-22,10133,"0"
78620575774,"Classic",45,377.64,0,2,1,1,0,1,4,2023-10-08,5993,"0"
98184748461,"Exclusive",44,467.05,3,3,3,1,2,1,7,2024-11-11,9892,"0"
40484818070,"Classic",42,256.26,0,2,0,0,1,0,0,2023-07-17,3181,"O aplicativo é lento e confuso."
55427786922,"Prime",44,643.81,2,2,1,0,3,3,9,2023-07-12,11693,"Adoro as funcionalidades do app!"
71850468359,"Exclusive",33,359.57,1,1,2,1,3,1,4,2023-08-02,8623,"0"
75175153508,"Classic",39,176.13,0,1,1,0,1,0,10,2023-09-27,6004,"0"
77914210240,"Exclusive",45,303.5,3,1,3,1,3,1,2,2024-10-08,9751,"0"
94085232105,"Prime",53,666.66,2,1,1,2,2,1,5,2024-04-27,19429,"0"
69966091458,"Classic",44,302.24,0,0,1,1,1,2,8,2024-04-28,6275,"Adoro as funcionalidades do app!"
27186399035,"Prime",45,720.31,2,1,1,0,3,1,4,2023-06-28,19391,"0"
10928028246,"Classic",38,191.74,0,2,1,1,1,1,6,2024-03-29,1529,"0"
94996440216,"Prime",51,681.94,4,1,1,1,2,2,4,2023-06-15,19487,"0"
30480157211,"Classic",20,336.37,0,1,1,1,1,2,1,2023-05-21,1406,"0"
22058522165,"Classic",43,240.17,0,0,0,1,1,3,0,2023-09-23,3538,"O atendimento precisa melhorar."
78100593007,"Prime",36,687.41,4,2,2,2,3,2,7,2023-05-14,13189,"0"
43023371777,"Classic",42,326.9,0,2,0,1,1,2,2,2024-06-19,4955,"0"
29897742840,"Prime",33,631.73,4,2,1,2,3,2,7,2024-07-12,19524,"0"
10555841806,"Exclusive",37,310.62,3,2,2,1,3,1,8,2024-09-24,8627,"0"
56219939635,"Prime",53,724.09,4,2,1,2,2,2,8,2023-12-26,18472,"Ótimo atendimento, adorei o app."
37940432879,"Prime",45,581.29,2,3,1,0,2,1,9,2024-08-04,10346,"0"
43663259407,"Exclusive",40,306.75,1,1,3,0,1,1,8,2024-08-25,8829,"0"
42629920609,"Classic",27,336.61,1,1,1,1,1,0,6,2024-11-15,3729,"O aplicativo é lento e confuso."
85960059718,"Classic",24,263.56,0,1,1,0,0,2,0,2024-05-14,1151,"O aplicativo é lento e confuso."
68536480511,"Exclusive",35,455.4,3,2,2,1,1,2,6,2023-08-01,9131,"0"
71804353908,"Exclusive",50,532.67,3,3,1,1,3,1,6,2023-05-18,8185,"O atendimento precisa melhorar."
76797184803,"Prime",43,505.57,2,1,2,1,2,2,3,2024-02-15,12165,"O atendimento precisa melhorar."
77615582107,"Classic",22,187.6,0,1,0,1,1,0,0,2023-09-06,3246,"0"
74927700022,"Exclusive",31,329.61,2,3,3,1,3,2,5,2024-05-16,8230,"0"
99505541109,"Classic",42,135.02,1,1,1,0,1,3,7,2023-08-20,5834,"0"
62829397722,"Classic",45,149.28,0,0,0,1,0,3,2,2023-03-15,7127,"0"
14818622714,"Classic",25,176.56,0,1,0,0,1,3,2,2023-09-29,3702,"Tive problemas com o suporte."
84704843986,"Classic",29,274.39,0,1,1,1,1,1,8,2023-05-22,6237,"0"
58548427070,"Exclusive",37,507.88,2,3,3,1,3,2,1,2023-01-12,8595,"0"
19194853234,"Classic",35,193.17,0,2,1,1,1,1,8,2024-08-26,6189,"O aplicativo é rápido e fácil de usar."
81026924840,"Classic",29,223.42,1,1,1,0,1,0,7,2024-02-16,7695,"0"
22102630217,"Prime",30,723.07,2,1,2,2,3,1,0,2023-04-04,17568,"A experiência no banco não foi boa."
16587759416,"Prime",47,646.58,2,1,3,0,2,2,4,2024-07-15,11775,"O atendimento precisa melhorar."
22215768888,"Prime",49,746.53,2,1,2,0,3,1,4,2024-04-05,14719,"0"
33480453270,"Prime",55,603.65,2,1,3,2,3,1,4,2024-08-16,10459,"0"
43943388557,"Classic",36,378.28,1,1,1,0,1,3,10,2024-01-15,1144,"Muito satisfeito com o banco."
26093373053,"Exclusive",39,360.06,3,2,2,1,2,1,9,2024-04-09,8185,"0"
12134773816,"Classic",37,281.34,0,1,0,1,1,0,0,2024-09-10,3399,"0"
17858520557,"Prime",47,730.72,4,2,1,2,3,1,10,2023-04-03,11952,"0"
46824670885,"Exclusive",26,443.7,1,3,3,1,3,2,7,2024-07-13,9535,"0"
33528411749,"Prime",48,748.85,4,3,3,1,2,3,2,2023-10-14,19113,"Tive problemas com o suporte."
22869749600,"Classic",22,106.58,0,1,1,1,1,1,10,2023-11-28,7881,"0"
81477201065,"Exclusive",48,301.96,2,3,3,1,1,2,7,2023-10-19,8672,"0"
79911277759,"Exclusive",44,581.36,1,1,1,1,3,1,6,2024-04-06,9318,"O atendimento precisa melhorar."
47352360151,"Classic",38,138.93,0,1,1,0,1,0,6,2023-05-01,6890,"0"
70197216156,"Prime",52,699.13,4,3,1,2,3,3,3,2023-09-29,12455,"0"
13781819003,"Prime",51,577.2,4,1,2,1,3,2,4,2024-09-07,17276,"A experiência no banco não foi boa."
52321770981,"Classic",37,181.56,0,1,1,1,0,0,9,2023-08-25,3153,"Ótimo atendimento, adorei o app."
79074526135,"Exclusive",36,548.81,1,3,1,0,3,1,1,2023-10-14,9366,"A experiência no banco não foi boa."
35002412225,"Prime",47,511.73,4,2,1,2,3,2,5,2024-02-29,17522,"O app trava constantemente."
45669674456,"Exclusive",29,578.27,3,1,3,1,3,1,8,2023-07-16,9133,"0"
25060288572,"Exclusive",36,328.45,3,3,3,1,2,1,8,2023-04-25,8854,"0"
50350152874,"Classic",34,284.93,0,0,1,0,1,0,9,2023-08-08,5149,"0"
82248003917,"Classic",27,384.76,0,2,1,1,1,1,3,2023-02-15,6060,"A experiência no banco não foi boa."
56808197540,"Classic",32,289.14,1,0,1,0,1,1,1,2024-11-23,5073,"O aplicativo é lento e confuso."
45819860899,"Exclusive",36,514.25,3,3,1,1,2,1,3,2023-01-14,9468,"0"
70732089096,"Classic",43,106.91,0,1,0,0,0,1,9,2023-06-23,2015,"Adoro as funcionalidades do app!"
49519276446,"Classic",21,209.72,1,2,1,0,1,3,10,2023-06-21,6852,"0"
88074423157,"Classic",40,193.05,1,0,1,1,0,1,3,2023-08-31,5639,"0"
35999670665,"Classic",39,392.71,0,1,1,0,1,0,3,2024-11-17,4002,"0"
88645752610,"Exclusive",27,346.7,3,3,3,1,2,1,10,2023-07-05,9786,"0"
32313164793,"Prime",34,672.3,2,1,3,0,3,1,3,2023-03-28,18367,"A experiência no banco não foi boa."
42822864009,"Classic",27,298,1,1,1,1,1,3,5,2024-07-12,7450,"0"
11567547231,"Classic",28,106.2,0,0,0,0,1,3,2,2023-03-04,4674,"Tive problemas com o suporte."
54239122755,"Classic",36,226.84,0,2,0,1,1,3,8,2024-07-15,7349,"0"
30160179288,"Classic",25,174.93,0,0,1,0,0,2,0,2023-09-07,7047,"O aplicativo é lento e confuso."
36992354663,"Classic",24,113.41,0,0,1,0,1,1,9,2024-12-08,6071,"0"
15955425536,"Exclusive",32,339.89,3,3,2,1,1,1,3,2023-12-01,9492,"0"
41653897178,"Prime",33,644.93,2,2,2,1,3,2,4,2024-12-19,14406,"0"
84378083996,"Exclusive",27,503.14,3,1,2,0,3,1,2,2024-09-13,8321,"Tive problemas com o suporte."
99430789496,"Prime",30,673.59,4,2,3,1,3,2,3,2023-08-16,18747,"0"
90832179258,"Prime",46,655.96,4,2,3,0,3,2,8,2024-04-12,14983,"0"
35032471028,"Exclusive",32,452.82,3,3,3,1,3,1,9,2023-10-24,8691,"0"
79494005469,"Prime",51,555.49,2,3,1,1,3,1,4,2024-02-01,15333,"O aplicativo é lento e confuso."
77918513421,"Exclusive",43,582.03,3,3,1,1,2,1,0,2024-03-17,9566,"0"
35799339331,"Classic",40,381.92,0,1,1,1,1,0,2,2023-05-10,3266,"0"
63747459422,"Exclusive",49,400.8,1,3,3,1,2,1,4,2023-03-07,9826,"O atendimento precisa melhorar."
60199426382,"Prime",37,667.59,4,2,3,1,3,1,8,2023-11-08,13551,"0"
42157161263,"Prime",47,656.89,2,3,3,0,3,2,0,2024-11-25,12935,"0"
74657199849,"Prime",53,699.28,4,1,2,2,2,2,10,2023-05-05,16282,"0"
15485893552,"Prime",46,545.67,4,2,3,0,3,1,5,2023-03-11,10140,"0"
63369258553,"Prime",47,678.38,4,2,2,2,3,2,0,2024-08-12,16546,"O atendimento precisa melhorar."
74836173033,"Classic",21,309.5,0,1,0,0,1,2,5,2023-05-25,7121,"0"
47167558287,"Exclusive",42,534.84,1,3,1,1,2,2,8,2024-09-03,8330,"0"
15277040344,"Classic",32,222.61,0,2,0,1,0,0,4,2023-02-02,5859,"0"
27575967686,"Exclusive",42,411.08,2,2,3,1,3,2,9,2024-11-04,8307,"0"
27588524220,"Prime",50,562.02,4,2,1,0,3,3,7,2024-01-16,14043,"0"
67532562798,"Classic",42,267.47,0,1,1,0,1,3,0,2024-01-21,5339,"Tive problemas com o suporte."
86780766496,"Classic",19,225.69,1,1,1,1,0,0,7,2023-10-05,2133,"0"
13874286525,"Exclusive",32,480.05,3,3,3,0,3,2,1,2024-05-08,8543,"O app trava constantemente."
24012972953,"Classic",38,219.36,1,1,1,0,1,2,8,2024-07-03,4503,"0"
95570540728,"Classic",45,369.52,0,2,0,0,0,1,6,2023-01-12,3321,"Tive problemas com o suporte."
96248658598,"Prime",31,616.62,4,1,2,1,2,2,5,2024-10-04,14244,"0"
31156494975,"Prime",44,523.25,4,3,1,1,3,1,10,2024-10-10,11301,"O aplicativo é rápido e fácil de usar."
12144466866,"Classic",28,321.75,0,1,0,1,1,2,0,2024-06-12,4574,"0"
24326894171,"Prime",41,575.83,4,1,1,0,3,3,8,2023-03-26,12752,"0"
58727341425,"Prime",31,592.31,4,2,1,2,3,3,3,2023-08-18,10779,"0"
31358587647,"Classic",22,139.99,0,1,1,0,1,0,6,2024-09-11,1371,"0"
18036981349,"Classic",36,359.8,0,1,1,1,0,3,7,2023-09-28,6095,"0"
16851482989,"Prime",31,740.9,2,3,2,1,2,3,5,2023-11-18,11811,"0"
42436901707,"Prime",52,692.52,4,3,2,2,2,2,5,2023-02-21,17869,"O aplicativo é lento e confuso."
91071756775,"Exclusive",49,325.01,3,1,3,1,3,2,4,2023-03-30,8217,"0"
73273924747,"Exclusive",33,518.08,3,2,2,1,3,2,3,2023-02-19,8334,"0"
39166810122,"Exclusive",38,492.45,2,2,2,1,3,1,4,2023-09-28,8757,"O aplicativo é lento e confuso."
15067889309,"Classic",34,357.89,0,1,1,1,1,2,8,2024-08-23,1193,"0"
53623236117,"Exclusive",30,549.33,3,3,1,1,3,1,8,2024-02-26,9736,"0"
40558195998,"Prime",44,625.81,4,2,1,1,2,3,6,2024-10-06,11181,"A experiência no banco não foi boa."
37377900167,"Prime",39,683.46,4,3,2,2,2,2,1,2024-04-01,11928,"O app trava constantemente."
72454662160,"Prime",48,527.92,2,1,1,1,3,2,3,2023-05-15,16612,"0"
23651621750,"Exclusive",44,462.29,2,2,3,1,1,1,10,2023-05-22,8138,"0"
92476805684,"Prime",53,611.76,4,1,2,1,3,3,10,2024-03-21,17215,"0"
69160632016,"Exclusive",28,584.64,3,3,2,1,3,2,2,2024-04-11,8730,"A experiência no banco não foi boa."
90909465577,"Prime",53,740.6,4,2,2,1,3,3,1,2024-11-06,13582,"0"
68522390727,"Exclusive",37,394.9,3,3,3,1,3,1,10,2024-02-29,8221,"O serviço prestado é excelente."
14612519934,"Classic",42,173.95,1,1,1,1,1,1,6,2023-05-08,6831,"0"
57706578466,"Exclusive",45,467.19,3,3,2,1,3,1,3,2024-07-30,8491,"0"
26375880855,"Classic",36,352.85,0,0,0,0,1,1,6,2024-06-03,7427,"A experiência no banco não foi boa."
31188282960,"Classic",34,288.67,0,2,1,1,1,2,7,2024-10-23,2783,"0"
95829037231,"Prime",42,611.89,4,1,1,0,3,1,9,2023-09-25,17105,"Ótimo atendimento, adorei o app."
60370050498,"Prime",50,539.56,4,1,1,0,3,2,1,2023-09-05,14298,"A experiência no banco não foi boa."
69513596708,"Prime",31,593.11,4,3,2,2,3,3,5,2023-04-12,11482,"0"
45475874298,"Classic",26,364.58,0,1,1,0,1,1,9,2024-03-26,7368,"Ótimo atendimento, adorei o app."
33423029734,"Prime",34,565.91,4,2,1,2,2,3,0,2024-03-14,14461,"0"
56366685414,"Exclusive",32,475.78,3,1,3,0,2,1,4,2023-01-09,9908,"Tive problemas com o suporte."
19464316497,"Classic",30,238.15,0,1,0,1,0,2,4,2023-01-09,1500,"A experiência no banco não foi boa."
10465612175,"Exclusive",30,541.4,3,3,1,1,3,1,0,2023-11-11,8186,"O atendimento precisa melhorar."
55189070527,"Exclusive",32,466.14,3,3,2,0,3,1,1,2024-03-07,9847,"O aplicativo é lento e confuso."
54487594724,"Classic",19,256.05,0,2,0,0,1,2,4,2023-03-17,1580,"0"
90690202781,"Classic",42,116.84,0,0,0,0,1,0,3,2024-05-19,5482,"O app trava constantemente."
73794623441,"Classic",36,181.98,0,0,1,0,1,1,4,2023-02-15,6654,"0"
99406153318,"Classic",19,106.92,0,2,1,1,0,3,1,2024-08-20,5831,"0"
45349140925,"Exclusive",32,576.13,3,3,1,1,3,1,2,2023-06-28,8348,"O atendimento precisa melhorar."
57916420554,"Exclusive",34,515.65,3,3,2,1,3,1,2,2024-03-16,8388,"Tive problemas com o suporte."
75449401354,"Exclusive",39,469.66,3,1,3,1,3,2,8,2024-09-05,9622,"O serviço prestado é excelente."
56866404543,"Prime",36,540.47,2,2,1,2,3,3,7,2023-05-06,17690,"0"
52494095877,"Prime",43,530.79,2,2,3,2,3,1,8,2023-10-29,11174,"0"
78004470079,"Prime",31,549.69,4,2,1,0,3,2,7,2023-12-11,18814,"0"
41261478152,"Prime",35,678.19,2,2,3,2,2,3,8,2023-04-29,12299,"O aplicativo é rápido e fácil de usar."
41726791509,"Classic",36,360.69,0,1,1,0,1,0,5,2024-06-10,1909,"A experiência no banco não foi boa."
43847454363,"Exclusive",30,319.91,1,2,3,1,3,1,0,2024-03-18,8911,"A experiência no banco não foi boa."
74340849123,"Classic",32,106.83,0,1,0,0,1,3,8,2023-10-21,1052,"0"
13862458794,"Prime",30,552.72,4,3,2,1,3,2,0,2024-10-31,14893,"Tive problemas com o suporte."
61722202224,"Prime",33,708.46,4,1,1,2,3,1,10,2023-06-23,11789,"Adoro as funcionalidades do app!"
39341769696,"Classic",43,338.47,0,1,1,1,1,2,9,2023-08-19,6396,"Muito satisfeito com o banco."
14774005876,"Exclusive",44,386.66,3,3,3,0,3,2,1,2024-10-08,8049,"0"
63950114220,"Prime",31,656.53,4,3,3,2,3,1,5,2024-09-13,17060,"0"
36075540675,"Classic",27,331.46,0,1,1,0,0,1,2,2023-12-13,4054,"O aplicativo é lento e confuso."
56846774758,"Exclusive",33,360.06,2,3,2,1,3,1,2,2024-04-13,9461,"0"
78689638217,"Prime",55,730.05,2,1,2,0,3,2,3,2023-08-17,13846,"0"
35177745072,"Classic",27,274.69,0,0,0,0,1,3,7,2024-03-09,5246,"0"
98976009349,"Exclusive",42,549.66,3,2,3,1,3,2,10,2023-11-30,9332,"O serviço prestado é excelente."
40493744011,"Prime",42,597.29,2,1,2,2,3,2,5,2024-11-06,19410,"0"
39619736879,"Prime",48,573.5,4,2,3,1,3,1,5,2023-01-28,15901,"0"
19975620582,"Prime",31,556.76,2,1,2,0,3,3,1,2023-09-14,17427,"0"
42049867509,"Prime",51,729.62,4,2,2,1,3,1,9,2024-03-17,19780,"0"
77845843342,"Exclusive",46,551.39,3,3,3,1,3,1,9,2024-02-27,8324,"0"
23729239014,"Classic",25,304.56,0,1,1,1,1,1,7,2024-04-09,5400,"0"
34425375314,"Prime",43,699.54,4,3,1,1,3,3,5,2024-03-13,19659,"0"
95412427804,"Classic",28,203.59,0,2,1,1,1,1,0,2024-11-07,4845,"0"
30855279767,"Classic",29,145.74,1,1,1,1,1,0,7,2024-11-30,6286,"0"
21002577225,"Exclusive",28,326.01,2,1,2,0,3,1,2,2024-11-14,8344,"O app trava constantemente."
35669915963,"Exclusive",44,566.12,2,2,2,1,1,1,5,2024-08-03,8622,"0"
30601443328,"Prime",54,541.03,4,3,3,2,3,2,0,2024-05-18,18506,"0"
76642647826,"Exclusive",25,375.21,3,2,3,1,1,1,0,2024-09-21,9866,"A experiência no banco não foi boa."
29346518930,"Exclusive",31,363.79,3,3,3,1,3,1,7,2024-07-28,9253,"0"
75638626846,"Prime",52,637.2,4,3,1,0,2,1,0,2023-10-20,15942,"Tive problemas com o suporte."
68633161658,"Classic",44,385.78,0,1,1,1,0,0,3,2023-07-14,7888,"0"
